frame_id,usrlat,usrlon
1477439402646429224,37.466493149,-122.20827587
1477439402696452587,37.4663419524,-122.208067344
1477439402746441064,37.466493149,-122.20827587
1477439402796456793,37.466493149,-122.20827587
1477439402846460762,37.4664814237,-122.208259881
1477439402896466261,37.4665342022,-122.208331798
1477439402946484194,37.4665342022,-122.208331798
1477439402996339363,37.466493149,-122.20827587
1477439403046435425,37.4665342022,-122.208331798
1477439403096426081,37.4665342022,-122.208331798
1477439403146485303,37.4665342022,-122.208331798
1477439403196542223,37.4665342022,-122.208331798
1477439403247978710,37.4665342022,-122.208331798
1477439403296529623,37.4665342022,-122.208331798
1477439403346531130,37.4665342022,-122.208331798
1477439403396576495,37.4665342022,-122.208331798
1477439403446575799,37.4665342022,-122.208331798
1477439403496612686,37.4665342022,-122.208331798
1477439403546737008,37.4665342022,-122.208331798
1477439403596614432,37.4665342022,-122.208331798
1477439403647758970,37.4665342022,-122.208331798
1477439403696522041,37.4665342022,-122.208331798
1477439403746622417,37.4665342022,-122.208331798
1477439403796509561,37.4665342022,-122.208331798
1477439403846542023,37.4665342022,-122.208331798
1477439403896759600,37.4665342022,-122.208331798
1477439403946530665,37.466493149,-122.20827587
1477439403996585075,37.4665342022,-122.208331798
1477439404046566602,37.4665342022,-122.208331798
1477439404096587186,37.4665342022,-122.208331798
1477439404146605339,37.466539955,-122.20833929
1477439404196584763,37.4665342022,-122.208331798
1477439404246607917,37.466493149,-122.20827587
1477439404296595812,37.4665342022,-122.208331798
1477439404346612863,37.4661270908,-122.20775894
1477439404396609696,37.4665342022,-122.208331798
1477439404446643836,37.466493149,-122.20827587
1477439404496733732,37.4665342022,-122.208331798
1477439404546700344,37.4665342022,-122.208331798
1477439404596702489,37.4462056672,-122.170800305
1477439404646640018,37.4665342022,-122.208331798
1477439404696676649,37.466493149,-122.20827587
1477439404746670677,37.4462056672,-122.170800305
1477439404796781174,37.4665342022,-122.208331798
1477439404846702317,37.4462056672,-122.170800305
1477439404896606529,37.4462056672,-122.170800305
1477439404946738865,37.4462056672,-122.170800305
1477439404996742690,37.4462056672,-122.170800305
1477439405046714727,37.4462009648,-122.170793856
1477439405096746491,37.4462056672,-122.170800305
1477439405146730129,37.4462056672,-122.170800305
1477439405196773413,37.4462056672,-122.170800305
1477439405246735806,37.4665342022,-122.208331798
1477439405296861116,37.4665342022,-122.208331798
1477439405346809644,37.4665342022,-122.208331798
1477439405396826273,37.4665342022,-122.208331798
1477439405446815361,37.4665342022,-122.208331798
1477439405497081765,37.4665342022,-122.208331798
1477439405546827183,37.466493149,-122.20827587
1477439405597034680,37.466499017,-122.208283872
1477439405646854013,37.4665342022,-122.208331798
1477439405696897975,37.466493149,-122.20827587
1477439405746905383,37.4665342022,-122.208331798
1477439405796881818,37.4665342022,-122.208331798
1477439405846889046,37.466493149,-122.20827587
1477439405896899827,37.466499017,-122.208283872
1477439405947002604,37.4647750515,-122.205637752
1477439405996844573,37.4647750515,-122.205637752
1477439406046852819,37.4647207989,-122.205538045
1477439406097137054,37.4647257201,-122.205547089
1477439406146941417,37.4647750515,-122.205637752
1477439406196923970,37.4647750515,-122.205637752
1477439406246943695,37.4647750515,-122.205637752
1477439406296951994,37.466493149,-122.20827587
1477439406346978810,37.4647306619,-122.205556171
1477439406397202165,37.4647750515,-122.205637752
1477439406446975485,37.4647306619,-122.205556171
1477439406496960467,37.4647306619,-122.205556171
1477439406547037041,37.4647207989,-122.205538045
1477439406596985406,37.4647257201,-122.205547089
1477439406646994568,37.466499017,-122.208283872
1477439406696975819,37.4647257201,-122.205547089
1477439406747001480,37.466499017,-122.208283872
1477439406797312201,37.466493149,-122.20827587
1477439406846968100,37.4647257201,-122.205547089
1477439406897159766,37.466499017,-122.208283872
1477439406946990890,37.4647257201,-122.205547089
1477439406996992232,37.4647257201,-122.205547089
1477439407047183147,37.466493149,-122.20827587
1477439407097015887,37.4647257201,-122.205547089
1477439407146983755,37.466493149,-122.20827587
1477439407197011041,37.4647257201,-122.205547089
1477439407247018091,37.4647257201,-122.205547089
1477439407297278540,37.4647257201,-122.205547089
1477439407347016362,37.4663419524,-122.208067344
1477439407397158574,37.4647207989,-122.205538045
1477439407447078366,37.4647207989,-122.205538045
1477439407497168699,37.4647257201,-122.205547089
1477439407547126145,37.4647207989,-122.205538045
1477439407597096069,37.4647750515,-122.205637752
1477439407647130830,37.4647750515,-122.205637752
1477439407697086094,37.4647750515,-122.205637752
1477439407747099545,37.4647750515,-122.205637752
1477439407797089492,37.4647207989,-122.205538045
1477439407847122252,37.4647207989,-122.205538045
1477439407897123689,37.4647207989,-122.205538045
1477439407947040689,37.4647799881,-122.205646825
1477439407997131670,37.4647750515,-122.205637752
1477439408047127008,37.4647701189,-122.205628687
1477439408097150371,37.4647750515,-122.205637752
1477439408147154639,37.4647750515,-122.205637752
1477439408197251282,37.4647750515,-122.205637752
1477439408247153457,37.4647750515,-122.205637752
1477439408297157787,37.4663361903,-122.208059304
1477439408347440907,37.4663419524,-122.208067344
1477439408397734310,37.4621701988,-122.200468398
1477439408447243834,37.4663419524,-122.208067344
1477439408497274955,37.4621701988,-122.200468398
1477439408547257699,37.4663419524,-122.208067344
1477439408597466111,37.4663419524,-122.208067344
1477439408647300811,37.4663419524,-122.208067344
1477439408697296241,37.4663419524,-122.208067344
1477439408747302460,37.4663419524,-122.208067344
1477439408797293584,37.4663419524,-122.208067344
1477439408847489682,37.4663419524,-122.208067344
1477439408897338956,37.4664814237,-122.208259881
1477439408947340796,37.4664872895,-122.20826788
1477439408997263414,37.4665342022,-122.208331798
1477439409047254617,37.4621797955,-122.200487591
1477439409097246579,37.4621797955,-122.200487591
1477439409147340441,37.4621830005,-122.200494001
1477439409197424709,37.466493149,-122.20827587
1477439409247352427,37.4665456756,-122.20834674
1477439409297419241,37.466493149,-122.20827587
1477439409347383059,37.466493149,-122.20827587
1477439409397527768,37.4665456756,-122.20834674
1477439409447375871,37.4664814237,-122.208259881
1477439409497448297,37.4665514024,-122.208354199
1477439409547406405,37.4664814237,-122.208259881
1477439409597430329,37.4621733993,-122.200474799
1477439409647410167,37.466539955,-122.20833929
1477439409697358560,37.466539955,-122.20833929
1477439409747449122,37.466539955,-122.20833929
1477439409797484380,37.4665342022,-122.208331798
1477439409847387395,37.466539955,-122.20833929
1477439409897659573,37.466539955,-122.20833929
1477439409947401986,37.4664814237,-122.208259881
1477439409997433369,37.4665342022,-122.208331798
1477439410047429174,37.466499017,-122.208283872
1477439410097408597,37.4665342022,-122.208331798
1477439410149251194,37.4663419524,-122.208067344
1477439410197440125,37.466493149,-122.20827587
1477439410247609723,37.4665342022,-122.208331798
1477439410297457323,37.4665342022,-122.208331798
1477439410348949130,37.466499017,-122.208283872
1477439410397686875,37.4665342022,-122.208331798
1477439410447462557,37.4647207989,-122.205538045
1477439410497528491,37.4665342022,-122.208331798
1477439410547588312,37.4647257201,-122.205547089
1477439410597508895,37.466539955,-122.20833929
1477439410647483559,37.4665342022,-122.208331798
1477439410697526521,37.4665342022,-122.208331798
1477439410747500023,37.4665342022,-122.208331798
1477439410797566490,37.4665342022,-122.208331798
1477439410847523375,37.4665342022,-122.208331798
1477439410897567696,37.4665342022,-122.208331798
1477439410947512347,37.4665342022,-122.208331798
1477439410997607662,37.4665342022,-122.208331798
1477439411047546576,37.4665342022,-122.208331798
1477439411097577143,37.466499017,-122.208283872
1477439411147552451,37.4665342022,-122.208331798
1477439411197632525,37.4665342022,-122.208331798
1477439411247582693,37.4665342022,-122.208331798
1477439411297586047,37.4665342022,-122.208331798
1477439411347660737,37.4665342022,-122.208331798
1477439411398218486,37.466499017,-122.208283872
1477439411447676347,37.4665342022,-122.208331798
1477439411497681462,37.4665342022,-122.208331798
1477439411547659630,37.4663188905,-122.208035165
1477439411597714955,37.4665342022,-122.208331798
1477439411647673691,37.4663361903,-122.208059304
1477439411697773100,37.46473558,-122.20556521
1477439411747710428,37.4665342022,-122.208331798
1477439411797745575,37.462257875,-122.200647623
1477439411847720426,37.462251738,-122.200634816
1477439411897813381,37.462251738,-122.200634816
1477439411947725116,37.462251738,-122.200634816
1477439411997762587,37.4647454519,-122.205583353
1477439412047732185,37.4647454519,-122.205583353
1477439412097907744,37.4647454519,-122.205583353
1477439412147656355,37.46473558,-122.20556521
1477439412197770321,37.4647454519,-122.205583353
1477439412247800725,37.4647454519,-122.205583353
1477439412297795272,37.46473558,-122.20556521
1477439412347895025,37.4647454519,-122.205583353
1477439412398139308,37.4647750515,-122.205637752
1477439412447678059,37.4647799881,-122.205646825
1477439412497843437,37.4647750515,-122.205637752
1477439412547843894,37.4647799881,-122.205646825
1477439412597829874,37.4647750515,-122.205637752
1477439412647900963,37.4647750515,-122.205637752
1477439412697794739,37.4647799881,-122.205646825
1477439412747867944,37.4647454519,-122.205583353
1477439412797880137,37.4647750515,-122.205637752
1477439412847812084,37.4647750515,-122.205637752
1477439412897824288,37.4647849169,-122.205655883
1477439412947816696,37.4647750515,-122.205637752
1477439412997891756,37.4649746918,-122.206000466
1477439413047834473,37.4647750515,-122.205637752
1477439413097808391,37.4649595119,-122.205973302
1477439413148050913,37.4649595119,-122.205973302
1477439413197985035,37.4647750515,-122.205637752
1477439413248036793,37.4648046633,-122.205692174
1477439413298101691,37.4647750515,-122.205637752
1477439413347795334,37.4647947891,-122.205674027
1477439413398445418,37.4647750515,-122.205637752
1477439413447894309,37.4648046633,-122.205692174
1477439413497993089,37.4647997302,-122.205683108
1477439413547962280,37.4648046633,-122.205692174
1477439413597900135,37.4648046633,-122.205692174
1477439413647986357,37.4647898558,-122.20566496
1477439413698129417,37.4647750515,-122.205637752
1477439413748045391,37.4647750515,-122.205637752
1477439413797976520,37.4647997302,-122.205683108
1477439413848280345,37.4648046633,-122.205692174
1477439413897961596,37.4647750515,-122.205637752
1477439413948078278,37.4647750515,-122.205637752
1477439413998012092,37.4647750515,-122.205637752
1477439414048009504,37.4647750515,-122.205637752
1477439414097993940,37.4647750515,-122.205637752
1477439414148068969,37.4647602453,-122.205610541
1477439414198083033,37.4647750515,-122.205637752
1477439414247997815,37.4647750515,-122.205637752
1477439414298024870,37.4647750515,-122.205637752
1477439414348140167,37.4647750515,-122.205637752
1477439414398397066,37.4647750515,-122.205637752
1477439414448162533,37.4647750515,-122.205637752
1477439414498105906,37.4650646221,-122.206154658
1477439414548143426,37.4647750515,-122.205637752
1477439414598121394,37.4647750515,-122.205637752
1477439414648130248,37.4647750515,-122.205637752
1477439414698121848,37.4650646221,-122.206154658
1477439414748199050,37.4650646221,-122.206154658
1477439414798128220,37.4650646221,-122.206154658
1477439414848166822,37.4650646221,-122.206154658
1477439414898162917,37.4650646221,-122.206154658
1477439414948271385,37.4650646221,-122.206154658
1477439414998236095,37.4650646221,-122.206154658
1477439415048098191,37.4666144924,-122.208436362
1477439415098195103,37.4650646221,-122.206154658
1477439415148169844,37.46662026,-122.208443874
1477439415198214548,37.4650646221,-122.206154658
1477439415248190600,37.4666144924,-122.208436362
1477439415298768991,37.4666144924,-122.208436362
1477439415348210401,37.4666144924,-122.208436362
1477439415398769926,37.4660926444,-122.207714079
1477439415448229913,37.4666144924,-122.208436362
