frame_id,usrlat,usrlon
1477439619126820648,37.4304560118,-122.152143104
1477439663733201949,37.4298170649,-122.151674847
1477439690786879096,37.4272967246,-122.148813808
1477439714890343419,37.4252663017,-122.146426403
1477439563118954333,37.4894373501,-122.238752019
1477439454903661712,37.447433905,-122.172700126
1477439559868605378,37.4287693453,-122.150471797
1477439690236883785,37.4517442827,-122.179531232
1477439488858476047,37.4216310529,-122.139464772
1477439448102747101,37.4478858672,-122.173403887
1477439436501253144,37.4628108539,-122.201752809
1477439683835989234,37.446534188,-122.171436844
1477439421299104849,37.451620493,-122.179307321
1477439633578917346,37.446534188,-122.171436844
1477439474856571245,37.4464056935,-122.171269802
1477439566769457245,37.4174534537,-122.131436178
1477439496409645304,37.4190775731,-122.13453835
1477439590622865365,37.4369357549,-122.159798631
1477439468905774237,37.4525548066,-122.181113155
1477439685936218692,37.4512544536,-122.178659926
1477439506611044371,37.4236167887,-122.143286911
1477439448802860265,37.4478441372,-122.173336871
1477439722091282350,37.4248397334,-122.145593319
1477439720991185591,37.4248999274,-122.145709188
1477439503560637481,37.4438960737,-122.167974397
1477439660282724800,37.4234555357,-122.142964405
1477439433100676432,37.4638365483,-122.20379043
1477439477907008323,37.446158776,-122.170946802
1477439458705858694,37.4234528387,-122.142959011
1477439497959755887,37.4443972712,-122.168634869
1477439682835744524,37.4444023283,-122.168641257
1477439718090673698,37.4121226667,-122.124832
1477439644280355606,37.431802454,-122.153962153
1477439626277830632,37.4334538635,-122.155832339
1477439696387770852,37.4121226667,-122.124832
1477439432050598260,37.4636008335,-122.203335
1477439408347440907,37.4513074315,-122.178745275
1477439426499909556,37.4515751946,-122.179230658
1477439671834232303,37.4443198081,-122.168533077
1477439603274593425,37.4356181095,-122.158283446
1477439478457086196,37.4461644529,-122.170953831
1477439647480913874,37.4313783078,-122.153486638
1477439518862772114,37.4658698379,-122.20739482
1477439547066788664,37.4190633068,-122.134510614
1477439529014170822,37.4282634527,-122.149906355
1477439700538226610,37.4263938773,-122.147825134
1477439458354167330,37.4174730169,-122.131474354
1477439543866305533,37.4398580456,-122.163092685
1477439723941613603,37.4247232617,-122.145376112
1477439404296595812,37.4513202256,-122.178766598
1477439569119779032,37.4284485529,-122.150109059
1477439573920508793,37.4381703923,-122.161215653
1477439469655875625,37.4121207454,-122.124832
1477439646680730438,37.4314719178,-122.153592326
1477439556067944243,37.4121226667,-122.124832
1477439515162214755,37.4428015511,-122.166538824
1477439496759669735,37.4446887051,-122.16901093
1477439657632259563,37.4304177134,-122.152382911
1477439653931849450,37.4233968219,-122.142841541
1477439403946530665,37.4513522383,-122.178819953
1477439477356960909,37.4462155972,-122.171017152
1477439496709911299,37.4190775731,-122.13453835
1477439642830373973,37.4318967215,-122.154068765
1477439436701153357,37.4686826068,-122.211296611
1477439495259776449,37.4318811361,-122.154050923
1477439618477518780,37.4342276575,-122.156681357
1477439429400399042,37.4638840636,-122.203886515
1477439586772237969,37.4462986667,-122.170826667
1477439477207087708,37.4462155972,-122.171017152
1477439420098914563,37.4637082628,-122.203542993
1477439621927258400,37.4464426044,-122.171317786
1477439713790126837,37.4462986667,-122.170826667
1477439630928583621,37.4464908887,-122.171380555
1477439599224127397,37.4361358676,-122.158882654
1477439666433586675,37.4296402102,-122.151466392
1477439540715803018,37.4117019813,-122.124489171
1477439629528288160,37.4465450083,-122.171450911
1477439544366301410,37.4398151728,-122.163047948
1477439456904016074,37.4282634527,-122.149906355
1477439481657549411,37.4465071329,-122.171401673
1477439602425061066,37.4355155783,-122.158161516
1477439704638787840,37.4260339089,-122.147417683
1477439615576513255,37.4209483353,-122.137822669
1477439571470096929,37.4176363644,-122.131790062
1477439671184145194,37.4291199852,-122.150866229
1477439712990145426,37.4023481885,-122.115685286
1477439590222759383,37.4369357549,-122.159798631
1477439509211338151,37.443353854,-122.167273583
1477439471156002623,37.44666791,-122.171607035
1477439565469259219,37.4237823282,-122.143603067
1477439487158310805,37.4116350954,-122.124439626
1477439640879941238,37.4320020628,-122.154190739
1477439716841486896,37.4462986667,-122.170826667
1477439424999523750,37.4516238233,-122.179313182
1477439698637959973,37.4263156587,-122.147736657
1477439591522936533,37.436886578,-122.159743116
1477439690436903913,37.4517282785,-122.179500955
1477439580421377429,37.4233968219,-122.142841541
1477439495059343269,37.4318603359,-122.154027456
1477439599374032548,37.4361254685,-122.158870613
1477439482907737681,37.4118368818,-122.124600199
1477439458405763286,37.4234474449,-122.142948223
1477439575720909799,37.4284194094,-122.150077055
1477439649931425539,37.4312618099,-122.153352131
1477439557318146036,37.4284725607,-122.150135734
1477439610675829492,37.4349525192,-122.157525104
1477439597523988545,37.436324623,-122.159101014
1477439693237280973,37.4236167887,-122.143286911
1477439698437951318,37.4236192141,-122.143291762
1477439591123004850,37.4369138752,-122.159775073
1477439429800232179,37.4636088339,-122.203351001
1477439417048394365,37.4637937052,-122.203704744
1477439497809771053,37.4444073932,-122.168647655
1477439561768744273,37.4893783444,-122.238680459
1477439646830820701,37.4314355529,-122.153551222
1477439676335111775,37.4286262452,-122.15030667
1477439555067914698,37.4389159225,-122.162054589
1477439694587458521,37.4269827903,-122.14847609
1477439541515917724,37.4118299632,-122.124593812
1477439673284439049,37.4517282785,-122.179500955
1477439589772827374,37.4369357549,-122.159798631
1477439522013202813,37.4405394363,-122.163846189
1477439692887264122,37.426241138,-122.147656883
1477439486508227815,37.4121226667,-122.124832
1477439561318806834,37.4287791959,-122.150482446
1477439507811252214,37.4176043614,-122.131726056
1477439602274563938,37.4354208324,-122.158053648
1477439609225430663,37.4351003225,-122.157689389
1477439407247018091,37.4573037805,-122.190686016
1477439631928702076,37.4328315479,-122.155144979
1477439472456331786,37.4465767059,-122.171491699
1477439688736885706,37.4274476604,-122.148985366
1477439645680627895,37.4315277371,-122.153656959
1477439430200305593,37.4638065618,-122.203730457
1477439646930743310,37.4314199372,-122.153533604
1477439686486338736,37.4274567219,-122.14899496
1477439542115928408,37.4118096373,-122.12457505
1477439681085589415,37.4281556327,-122.149780176
1477439606425052481,37.435326603,-122.15794946
1477439514512222128,37.4428471389,-122.166601208
1477439427899932082,37.4515751946,-122.179230658
1477439460054388312,37.4234474449,-122.142948223
1477439728643656399,37.4237482193,-122.143539105
1477439724591715252,37.4246928645,-122.145318523
1477439560968642474,37.4287397219,-122.150439771
1477439606024978065,37.4354208324,-122.158053648
1477439453653553733,37.4475179227,-122.172824952
1477439655531947924,37.4286262452,-122.15030667
1477439659232568201,37.43023495,-122.152171519
1477439587922423442,37.4368756447,-122.159730316
1477439649231171966,37.4312971599,-122.153393062
1477439488108535581,37.4116985339,-122.124486618
1477439618076749442,37.4342276575,-122.156681357
1477439619626939772,37.4341164385,-122.156557486
1477439565319303512,37.4174823155,-122.13149376
1477439554967808631,37.4183186166,-122.13309231
1477439571620173578,37.4288285619,-122.150536596
1477439510811590445,37.4120230816,-122.124746475
1477439422349191714,37.4516705131,-122.179395356
1477439691136970250,37.4272484024,-122.148764188
1477439468855814316,37.4525548066,-122.181113155
1477439639829811712,37.432093265,-122.154296342
1477439453753581902,37.4475225893,-122.172831885
1477439662933020951,37.4298883208,-122.151764176
1477439478807139997,37.4460830747,-122.170845371
1477439553067632424,37.439101785,-122.162249757
1477439501010200410,37.4121226667,-122.124832
1477439665333317528,37.4296402102,-122.151466392
1477439658882505328,37.4302677479,-122.152209916
1477439477456965162,37.4462040177,-122.171002816
1477439430250259127,37.4638408389,-122.203799011
1477439718990791555,37.4118718758,-122.124628417
1477439650931369096,37.4312618099,-122.153352131
1477439555417898865,37.4183216921,-122.133098194
1477439487608457573,37.4116985339,-122.124486618
1477439474106416154,37.4464478764,-122.171324639
1477439730792567217,37.4121201952,-122.124832
1477439677685050489,37.4284773658,-122.150141073
1477439426749816861,37.451640503,-122.179342539
1477439410847523375,37.4121226667,-122.124832
1477439613276063407,37.4435342857,-122.167238427
1477439418448521131,37.4689839457,-122.211699436
1477439611075691704,37.4348778543,-122.157437425
1477439722893256568,37.4248124788,-122.145541483
1477439483357705158,37.4117498902,-122.124524659
1477439504810748425,37.4260515114,-122.147438168
1477439636979361697,37.4190850498,-122.134552235
1477439601324437786,37.4355204224,-122.158167277
1477439595073460331,37.4365182624,-122.159319919
1477439421599094048,37.4516039887,-122.179278648
1477439509461395983,37.4433494561,-122.167267719
1477439438603013896,37.4900941626,-122.239515352
1477439446652651861,37.4190355689,-122.134455138
1477439408697296241,37.4513234307,-122.17877194
1477439471055986170,37.44666791,-122.171607035
1477439660782836151,37.4988084146,-122.250390895
1477439426199755595,37.4516338275,-122.17933079
1477439443803566092,37.4190633068,-122.134510614
1477439592073037176,37.4368210422,-122.159666391
1477439417098470272,37.4637894073,-122.203696148
1477439657382312895,37.4284965598,-122.1501624
1477439575870741839,37.428404613,-122.150061059
1477439727492238372,37.4236695793,-122.143387443
1477439439501571340,37.4637937052,-122.203704744
1477439458304242579,37.423436651,-122.142926635
1477439714590304208,37.4252784454,-122.146448822
1477439627878122472,37.4121226667,-122.124832
1477439581771542421,37.4465450083,-122.171450911
1477439472956260564,37.4465287661,-122.171429796
1477439716940557066,37.4462986667,-122.170826667
1477439520863030880,37.442266402,-122.165847002
1477439527513966589,37.441540568,-122.16499644
1477439627127944080,37.4332575555,-122.155625432
1477439557618207231,37.4287150718,-122.150412302
1477439469855909606,37.4608518486,-122.197824136
1477439725291969662,37.4246713855,-122.145277433
1477439626827971092,37.4333406618,-122.15571531
1477439458454167357,37.4234447432,-122.14294282
1477439599874046721,37.4360488691,-122.158781919
1477439555817960868,37.4121226667,-122.124832
1477439551167382903,37.4517378742,-122.179518547
1477439717740986047,37.4121226667,-122.124832
1477439682235905696,37.4280542426,-122.149666195
1477439517912691441,37.4568223843,-122.189719435
1477439610925650398,37.4349471779,-122.157519229
1477439496209527931,37.4318603359,-122.154027456
1477439705588930472,37.4462963951,-122.170826667
1477439531214464193,37.4411810881,-122.164582743
1477439606675195494,37.4353162094,-122.157936668
1477439578071045118,37.428389803,-122.150045048
1477439667083688146,37.4295252326,-122.151331079
1477439681885642034,37.4280830972,-122.149698256
1477439465455290219,37.4469284844,-122.171962627
1477439634679065880,37.4325801496,-122.154856298
1477439591322940969,37.436886578,-122.159743116
1477439707189199976,37.4258104662,-122.147171887
1477439490010093571,37.4568197087,-122.189714084
1477439419798869801,37.4497639218,-122.176241051
1477439412947816696,37.4121226667,-122.124832
1477439583271890536,37.4463740551,-122.171228672
1477439681435646620,37.4281263619,-122.149746328
1477439607625363587,37.4352694176,-122.157879078
1477439408497274955,37.4513234307,-122.17877194
1477439621377215548,37.4464426044,-122.171317786
1477439451053291050,37.4476898157,-122.173095386
1477439559268578858,37.4386722114,-122.161784623
1477439621227116135,37.4464478764,-122.171324639
1477439433452579733,37.4632051447,-122.202543623
1477439449052956278,37.4477879772,-122.173243916
1477439615226281211,37.4345452751,-122.157047005
1477439702188491869,37.4262442554,-122.147660324
1477439504310651895,37.4438256515,-122.167884769
1477439540015771385,37.4118402861,-122.124603341
1477439406696975819,37.4513074315,-122.178745275
1477439549367005672,37.4393162659,-122.162482316
1477439592373046676,37.4368210422,-122.159666391
1477439521213092299,37.4416220228,-122.164867772
1477439413347795334,37.4118096373,-122.12457505
1477439666083410247,37.4296402102,-122.151466392
1477439541166229313,37.4118402861,-122.124603341
1477439703588660809,37.4261353188,-122.147537318
1477439649731228983,37.4312618099,-122.153352131
1477439475456686781,37.4463582512,-122.171208127
1477439699038038565,37.4263611158,-122.147790648
1477439559418458009,37.4386722114,-122.161784623
1477439523063374934,37.456429994,-122.188551774
1477439522513283734,37.4118402861,-122.124603341
1477439662583089470,37.4299106861,-122.151789736
1477439700438190556,37.4264014373,-122.147833092
1477439651081367323,37.4312618099,-122.153352131
1477439622677371112,37.4592215777,-122.194549445
1477439447752699077,37.4479187471,-122.173455555
1477439567319665120,37.4287249336,-122.150423784
1477439613826363129,37.4304505008,-122.152136115
1477439571820131563,37.428404613,-122.150061059
1477439409047254617,37.4513234307,-122.17877194
1477439510261506591,37.4432839476,-122.167180375
1477439607675214655,37.4352694176,-122.157879078
1477439727742151638,37.4121226667,-122.124832
1477439410097408597,37.4121226667,-122.124832
1477439464505282183,37.4264517258,-122.147883796
1477439544316252055,37.4191700799,-122.134711759
1477439613077180417,37.4436566143,-122.167397956
1477439457154040920,37.4282538568,-122.149895693
1477439454103805689,37.4474992527,-122.172797214
1477439650431438451,37.4312668706,-122.153357991
1477439453253523261,37.4475490026,-122.172873499
1477439566919465523,37.4174633569,-122.131455192
1477439707839469175,37.4435738646,-122.167292473
1477439586372211741,37.446534188,-122.171436844
1477439726692013360,37.4237823282,-122.143603067
1477439669183928956,37.4296402102,-122.151466392
1477439536715232104,37.4406498396,-122.163972937
1477439579971303174,37.4233968219,-122.142841541
1477439579271297774,37.4234312505,-122.142915834
1477439564869238972,37.4236757857,-122.143399067
1477439687036410336,37.4276051616,-122.149154772
1477439718190726004,37.4462986667,-122.170826667
1477439662733403694,37.4299106861,-122.151789736
1477439730192434631,37.4121226667,-122.124832
1477439623927606884,37.4564023221,-122.188496324
1477439416698430641,37.4637937052,-122.203704744
1477439473706580946,37.4464962991,-122.171387589
1477439701988472403,37.4262379359,-122.147653147
1477439416548468747,37.4637937052,-122.203704744
1477439479757323435,37.4121226667,-122.124832
1477439664783346007,37.4297233781,-122.151561956
1477439616226374814,37.4304670533,-122.152157108
1477439646030776609,37.4315429501,-122.153674574
1477439464805123758,37.4264537051,-122.147885908
1477439527713969792,37.5392328876,-122.300310221
1477439473406336609,37.4465071329,-122.171401673
1477439427749958316,37.4515943878,-122.179262646
1477439555017771297,37.4183216921,-122.133098194
1477439653281684348,37.4308894082,-122.152917841
1477439618026774997,37.4342276575,-122.156681357
1477439451503233701,37.4476634151,-122.173053785
1477439641779999126,37.4319217691,-122.154097768
1477439538465423594,37.4405491125,-122.16385694
1477439626977934917,37.4333308855,-122.155704741
1477439507861255348,37.4176555726,-122.131828479
1477439658132292334,37.4303388251,-122.152292753
1477439549116971946,37.4393002079,-122.162465247
1477439445902890021,37.4190775731,-122.13453835
1477439596773671764,37.4366309767,-122.159448735
1477439677385074236,37.4284965598,-122.1501624
1477439616876581383,37.4209363294,-122.137801324
1477439461104660768,37.4234528387,-122.142959011
1477439528013986911,37.4282634527,-122.149906355
1477439518162621491,37.465968417,-122.207538881
1477439698587981366,37.4262503282,-122.147666661
1477439476756792557,37.4462657661,-122.171082217
1477439690836910922,37.4272967246,-122.148813808
1477439561018638046,37.4894602886,-122.238777808
1477439476056882721,37.4463148359,-122.171149239
1477439606725138282,37.435326603,-122.15794946
1477439684186018613,37.4469625486,-122.172010501
1477439691737271088,37.4271837024,-122.14869831
1477439678985209185,37.428389803,-122.150045048
1477439655632023329,37.4286262452,-122.15030667
1477439614176181128,37.4304505008,-122.152136115
1477439722241317986,37.4248124788,-122.145541483
1477439454153828166,37.4474992527,-122.172797214
1477439720191017443,37.4118754115,-122.124631137
1477439604374865256,37.4355886786,-122.158248447
1477439717390625151,37.4121226667,-122.124832
1477439587222335810,37.4121226667,-122.124832
1477439650881337430,37.4312618099,-122.153352131
1477439644730475700,37.4317120176,-122.153862153
1477439727591966838,37.4173972867,-122.131328337
1477439443002106173,37.4363085387,-122.159081713
1477439546916710293,37.4395742529,-122.162774734
1477439725991835526,37.4812092298,-122.22854094
1477439447902973139,37.4479004829,-122.173426854
1477439554017783119,37.4389909138,-122.162130296
1477439457954202282,37.4234447432,-122.14294282
1477439662232896267,37.4233994016,-122.142847217
1477439685236078474,37.4518116731,-122.179663851
1477439667583624449,37.4297011419,-122.151536543
1477439609925710962,37.4350639167,-122.157648316
1477439596723719285,37.4366477847,-122.159467944
1477439505110839590,37.4284725607,-122.150135734
1477439683786179162,37.446534188,-122.171436844
1477439503310513366,37.4439254108,-122.168011735
1477439546316575887,37.4396120058,-122.162815793
1477439641129898538,37.431976867,-122.154161565
1477439554117782540,37.4389832099,-122.162121877
1477439553817694456,37.4390102488,-122.162151631
1477439540265680569,37.4598130973,-122.195743528
1477439622777385642,37.4116598513,-122.124457964
1477439561269095201,37.4287150718,-122.150412302
1477439471656142393,37.446642577,-122.171574904
1477439701538644688,37.4262503282,-122.147666661
1477439510461582110,37.4432447558,-122.167128119
1477439450603094989,37.4477196763,-122.173140848
1477439569969995668,37.4797606907,-122.226533853
1477439714840223893,37.4252715047,-122.146436009
1477439600974380980,37.431781365,-122.153938435
1477439460954632342,37.4233994016,-122.142847217
1477439451653261383,37.447650208,-122.173032974
1477439498960089401,37.4444428467,-122.168692438
1477439603074564924,37.4356426432,-122.158312621
1477439421649039312,37.4516039887,-122.179278648
1477439479957609838,37.4462040177,-122.171002816
1477439725642660178,37.424646871,-122.145230536
1477439464305035404,37.4264754592,-122.147909112
1477439710139731755,37.4568250601,-122.189724787
1477439405796881818,37.4464584207,-122.171338347
1477439519912869005,37.4423620145,-122.165960572
1477439692087127827,37.4273978536,-122.148932629
1477439491558930204,37.4405199903,-122.163824582
1477439582721686919,37.4374320089,-122.160371565
1477439631528598791,37.4464908887,-122.171380555
1477439591473047087,37.436886578,-122.159743116
1477439546366593426,37.4396086846,-122.162812073
1477439472256293298,37.4465919059,-122.171510899
1477439526863887827,37.4415794185,-122.165041766
1477439557668116667,37.4287150718,-122.150412302
1477439468755706764,37.4121226667,-122.124832
1477439715090374359,37.4252715047,-122.146436009
1477439534315005716,37.4409028948,-122.164259464
1477439706739089024,37.4258588376,-122.147223979
1477439618776812642,37.4343289708,-122.156797965
1477439486008075718,37.4121226667,-122.124832
1477439494909331704,37.4405055537,-122.163808541
1477439545466468634,37.4191736814,-122.134718695
1477439478957273203,37.4460725806,-122.17083068
1477439637979461359,37.4322883131,-122.154519328
1477439589072648072,37.4368210422,-122.159666391
1477439463654963674,37.478560213,-122.224873489
1477439633528893249,37.4318603359,-122.154027456
1477439576620843135,37.428404613,-122.150061059
1477439554217796406,37.4389870483,-122.16212603
1477439545516522010,37.4191700799,-122.134711759
1477439520562949383,37.442266402,-122.165847002
1477439540815789637,37.4117019813,-122.124489171
1477439626127913650,37.4334640459,-122.155842855
1477439669834124817,37.42978973,-122.151640178
1477439558768361901,37.4386722114,-122.161784623
1477439610625718495,37.4349525192,-122.157525104
1477439558318348719,37.4286262452,-122.15030667
1477439556368027851,37.4121226667,-122.124832
1477439698788006547,37.4263661576,-122.147795955
1477439548867039888,37.4393394718,-122.162507923
1477439706589254673,37.4258692392,-122.147235181
1477439560218648736,37.4286262452,-122.15030667
1477439593623227685,37.4354208324,-122.158053648
1477439624977704722,37.4812150954,-122.228549472
1477439520312974029,37.4422857617,-122.165871202
1477439649631155891,37.4312618099,-122.153352131
1477439664033252464,37.42978973,-122.151640178
1477439496509572636,37.4190775731,-122.13453835
1477439680435509356,37.4282197709,-122.149856448
1477439509261372494,37.4433582498,-122.167279444
1477439704788880639,37.4260267833,-122.147410294
1477439657082161509,37.4284725607,-122.150135734
1477439596423619143,37.4366477847,-122.159467944
1477439671134121542,37.4291304472,-122.150877892
1477439668083688587,37.4294179483,-122.151205473
1477439558968393350,37.4386722114,-122.161784623
1477439432700644637,37.451620493,-122.179307321
1477439603374601934,37.4356426432,-122.158312621
1477439712439904260,37.4023527234,-122.115691688
1477439507361092557,37.4915803325,-122.24172032
1477439546766682291,37.4395742529,-122.162774734
1477439648280902363,37.4312971599,-122.153393062
1477439540565778814,37.4117019813,-122.124489171
1477439635029058184,37.432544622,-122.1548189
1477439568769718112,37.4797752221,-122.22655499
1477439561168772019,37.4284194094,-122.150077055
1477439637179363316,37.4318603359,-122.154027456
1477439707989286788,37.5253000416,-122.281591686
1477439434850894138,37.4487708122,-122.174746558
1477439427599942746,37.4515527834,-122.179193306
1477439628678201683,37.4465395937,-122.171443872
1477439669684021805,37.4297952013,-122.151647117
1477439710389758498,37.4255761467,-122.146902465
1477439570319983169,37.4284243489,-122.150082395
1477439562418789598,37.4518116731,-122.179663851
1477439538665632058,37.4405055537,-122.163808541
1477439515912363918,37.4701996698,-122.213305757
1477439598924082755,37.4361358676,-122.158882654
1477439542166049682,37.4117718935,-122.124540958
1477439620527119485,37.4190775731,-122.13453835
1477439613025967264,37.4436446021,-122.167381243
1477439601224426943,37.4355204224,-122.158167277
1477439463554936493,37.4121055579,-122.124816648
1477439541765989741,37.4118368818,-122.124600199
